title,field_address_address_line1,field_address_locality,field_address_administrative_area,field_address_postal_code,field_address_country_code,field_venue_type,field_short_description,field_phone,field_website_uri,field_website_title,field_cuisine,field_claimed_listing,field_image,image_search_hint,field_latitude,field_longitude,field_tags,field_address_line1,field_city,field_state,field_zip,field_country,field_description,field_website,field_source,field_menu_url,field_cta,field_cta_title
"Pounce Cat Cafe - Savannah","404 W Broughton St",Savannah,GA,31401,US,Cafe,"Coffee shop and cat café serving espresso drinks, pastries, desserts, and specialty beverages.","(912) 349-2187",https://pouncecatcafe.com,"Official website",Coffee,0,,"Pounce Cat Cafe Savannah",32.0818,-81.0991,"coffee,cafe,pastries,desserts","404 W Broughton St",Savannah,Georgia,31401,US,"Unique cat café serving coffee, pastries, desserts, specialty beverages, and animal-friendly experiences.",https://pouncecatcafe.com,"Official website",https://pouncecatcafe.com,https://pouncecatcafe.com,Reserve
"Sweet Patricia's - Savannah","7805 Abercorn St",Savannah,GA,31406,US,Bakery,"Local bakery serving cupcakes, cakes, cookies, pastries, desserts, and specialty sweets.","(912) 355-1155",https://sweetpatricias.com,"Official website",Bakery,0,,"Sweet Patricias Savannah",31.9896,-81.1197,"bakery,cupcakes,cakes,desserts","7805 Abercorn St",Savannah,Georgia,31406,US,"Savannah bakery offering cupcakes, cakes, cookies, pastries, desserts, and seasonal baked specialties.",https://sweetpatricias.com,"Official website",https://sweetpatricias.com,https://sweetpatricias.com,"Order Online"
"Barrelhouse South - Savannah","125 W Congress St",Savannah,GA,31401,US,Bar,"Downtown nightlife venue featuring live music, cocktails, beer, and recurring drink specials.","(912) 495-1777",https://barrelhousesouth.com,"Official website",Bar,0,,"Barrelhouse South Savannah",32.0805,-81.0941,"bar,cocktails,beer,live music","125 W Congress St",Savannah,Georgia,31401,US,"Downtown Savannah bar serving cocktails, beer, live music, nightlife events, and drink promotions.",https://barrelhousesouth.com,"Official website",https://barrelhousesouth.com,https://barrelhousesouth.com,Reserve
"Moon River Brewing Company - Savannah","21 W Bay St",Savannah,GA,31401,US,Brewery,"Historic Savannah brewery featuring craft beer, events, brewery specials, and community gatherings.","(912) 447-0943",https://moonriverbrewing.com,"Official website",Brewery,0,,"Moon River Brewing Savannah",32.0808,-81.0919,"brewery,beer,craft beer,events","21 W Bay St",Savannah,Georgia,31401,US,"Historic brewery serving craft beer, seasonal releases, brewery events, and recurring taproom promotions.",https://moonriverbrewing.com,"Official website",https://moonriverbrewing.com/menu,https://moonriverbrewing.com,Reserve
"Tailing Tide Craft Beer & Spirits - Savannah","2415 De Soto Ave",Savannah,GA,31401,US,Bar,"Craft beer and spirits venue featuring tastings, draft selections, and recurring events.","(912) 349-4848",https://tailingtide.com,"Official website","Craft Beer",0,,"Tailing Tide Savannah",32.0528,-81.1112,"craft beer,spirits,tastings,events","2415 De Soto Ave",Savannah,Georgia,31401,US,"Craft beer and spirits destination offering tastings, draft selections, special releases, and community events.",https://tailingtide.com,"Official website",https://tailingtide.com,https://tailingtide.com,Reserve
"Sea Wolf Tybee - Tybee Island","106 S Campbell Ave","Tybee Island",GA,31328,US,Bar,"Beachside cocktail and oyster venue featuring drinks, nightlife, and happy hour specials.","(912) 786-8732",https://seawolftybee.com,"Official website",Seafood,0,,"Sea Wolf Tybee Island",31.9957,-80.8452,"cocktails,oysters,happy hour,nightlife","106 S Campbell Ave","Tybee Island",Georgia,31328,US,"Tybee Island venue serving cocktails, oysters, seafood, nightlife events, and happy hour promotions.",https://seawolftybee.com,"Official website",https://seawolftybee.com/menu,https://seawolftybee.com,Reserve
"Corner Cup Coffee - Statesboro","40 Siebald St",Statesboro,GA,30458,US,Cafe,"Independent coffee shop serving espresso drinks, pastries, breakfast items, and specialty beverages.","(912) 764-3000",https://cornercup.com,"Official website",Coffee,0,,"Corner Cup Statesboro",32.4478,-81.7837,"coffee,espresso,pastries,breakfast","40 Siebald St",Statesboro,Georgia,30458,US,"Statesboro coffee shop offering espresso drinks, pastries, breakfast items, and specialty coffee beverages.",https://cornercup.com,"Official website",https://cornercup.com,https://cornercup.com,"Order Online"
"Three Tree Coffee Roasters - Statesboro","441 S Main St",Statesboro,GA,30458,US,Cafe,"Specialty coffee roaster serving espresso drinks, pastries, breakfast items, and seasonal beverages.","(912) 225-9912",https://threetreecoffee.com,"Official website",Coffee,0,,"Three Tree Coffee Statesboro",32.4439,-81.7816,"coffee,espresso,roastery,pastries","441 S Main St",Statesboro,Georgia,30458,US,"Coffee roaster offering specialty espresso drinks, pastries, breakfast items, and locally roasted coffee.",https://threetreecoffee.com,"Official website",https://threetreecoffee.com,https://threetreecoffee.com,"Order Online"
"Savannah Taphouse - Historic District - Savannah","125 E Broughton St",Savannah,GA,31401,US,Bar,"Downtown sports bar with trivia, beer, cocktails, burgers, wings, and recurring weekly events.","(912) 201-8277",https://thesavtap.house,"Official website",American,0,,"Savannah Taphouse Historic District",32.0799,-81.0904,"sports bar,trivia,beer,happy hour","125 E Broughton St",Savannah,Georgia,31401,US,"Historic District sports bar serving burgers, wings, beer, cocktails, trivia nights, and game-day specials.",https://thesavtap.house,"Official website",https://thesavtap.house/savannah-historic-district-savannah-taphouse-happy-hours-specials,https://thesavtap.house,Reserve
"Late Air - Starland - Savannah","2805 Bull St",Savannah,GA,31405,US,"Wine Bar","Natural wine bar and restaurant with Apero Hour, small plates, oysters, and wine specials.",,https://lateairsavannah.com,"Official website","Wine Bar",0,,"Late Air Savannah Apero Hour",32.0432,-81.1015,"wine,oysters,happy hour,small plates","2805 Bull St",Savannah,Georgia,31405,US,"Starland wine bar serving natural wines, oysters, European-inspired bites, cocktails, and Apero Hour specials.",https://lateairsavannah.com,"Official website",https://lateairsavannah.com,https://lateairsavannah.com,Reserve
"The Coffee Fox - Savannah","102 W Broughton St",Savannah,GA,31401,US,Cafe,"Downtown coffee shop serving espresso drinks, pastries, beer, wine, and evening happy hour specials.","(912) 401-0399",https://thecoffeefox.com,"Official website",Coffee,0,,"The Coffee Fox Savannah",32.0804,-81.0928,"coffee,latte,beer,happy hour","102 W Broughton St",Savannah,Georgia,31401,US,"Savannah coffee shop offering espresso drinks, pastries, beer, wine, and coffee-focused happy hour promotions.",https://thecoffeefox.com,"Official website",https://thecoffeefox.com,https://thecoffeefox.com,"Order Online"
"Repeal 33 - Historic District - Savannah","125 Martin Luther King Jr Blvd",Savannah,GA,31401,US,Restaurant,"Craft cocktail bar and restaurant with Southern food, seasonal cocktails, wine, beer, and happy hour appeal.","(912) 200-9255",https://repeal33savannah.com,"Official website",Southern,0,,"Repeal 33 Savannah cocktails",32.0794,-81.0982,"cocktails,happy hour,wine,southern","125 Martin Luther King Jr Blvd",Savannah,Georgia,31401,US,"Historic District cocktail bar and restaurant serving Southern dishes, wine, beer, and craft cocktails.",https://repeal33savannah.com,"Official website",https://repeal33savannah.com,https://repeal33savannah.com,Reserve
"Churchill's - Historic District - Savannah","13 W Bay St",Savannah,GA,31401,US,Pub,"British-style pub with draft beer, cocktails, rooftop bar, food specials, and happy hour appeal.","(912) 232-8501",https://churchillsonbay.com,"Official website",Pub,0,,"Churchills Savannah pub",32.0807,-81.0918,"pub,beer,cocktails,happy hour","13 W Bay St",Savannah,Georgia,31401,US,"Historic District pub serving British-inspired food, beer, cocktails, rooftop drinks, and recurring bar specials.",https://churchillsonbay.com,"Official website",https://churchillsonbay.com,https://churchillsonbay.com,Reserve
"Myrtle & Rose Rooftop Bar - Plant Riverside - Savannah","500 W River St",Savannah,GA,31401,US,Bar,"Rooftop cocktail bar at Plant Riverside District with happy hour appeal, shareable bites, and river views.","(912) 373-9100",https://www.plantriverside.com,"Official website","Cocktail Bar",0,,"Myrtle and Rose Savannah rooftop happy hour",32.0840,-81.0997,"rooftop,cocktails,happy hour,small plates","500 W River St",Savannah,Georgia,31401,US,"Plant Riverside rooftop bar offering cocktails, shareable bites, river views, and happy hour-style specials.",https://www.plantriverside.com,"Official website",https://www.plantriverside.com/dining,https://www.plantriverside.com,Reserve
"Tacos + Tequila - Savannah","201 W River St",Savannah,GA,31401,US,Restaurant,"River Street taco and tequila spot with taco, margarita, beer, and nightlife specials.","(912) 201-2085",https://www.tacosandtequilasav.com,"Official website",Mexican,0,,"Tacos and Tequila Savannah",32.0817,-81.0958,"tacos,tequila,margaritas,happy hour","201 W River St",Savannah,Georgia,31401,US,"Downtown Savannah Mexican restaurant serving tacos, tequila, margaritas, beer, and recurring drink specials.",https://www.tacosandtequilasav.com,"Official website",https://www.tacosandtequilasav.com,https://www.tacosandtequilasav.com,Reserve
"Creature Comforts Brewing Company - Athens","271 W Hancock Ave",Athens,GA,30601,US,Brewery,"Popular brewery featuring craft beer, community events, releases, and recurring specials.","(706) 410-1043",https://www.creaturecomfortsbeer.com,"Official website",Brewery,0,,"Creature Comforts Athens",33.9586,-83.3770,"brewery,beer,events,craft beer","271 W Hancock Ave",Athens,Georgia,30601,US,"Athens brewery serving craft beer, seasonal releases, community gatherings, and recurring events.",https://www.creaturecomfortsbeer.com,"Official website",https://www.creaturecomfortsbeer.com,https://www.creaturecomfortsbeer.com,Reserve
"Black Rabbit - Historic District - Savannah","108 E Broughton St",Savannah,GA,31401,US,Bar,"Downtown cocktail bar featuring craft cocktails, happy hour offerings, nightlife events, and seasonal specials.",,https://www.blackrabbysavannah.com,"Official website","Cocktail Bar",0,,"Black Rabbit Savannah",32.0800,-81.0907,"cocktails,happy hour,nightlife,bar","108 E Broughton St",Savannah,Georgia,31401,US,"Craft cocktail destination serving signature drinks, seasonal cocktails, nightlife experiences, and recurring bar promotions.",https://www.blackrabbysavannah.com,"Official website",https://www.blackrabbysavannah.com,https://www.blackrabbysavannah.com,Reserve
"Totally Awesome Bar - Savannah","107 Whitaker St",Savannah,GA,31401,US,Bar,"Retro arcade bar featuring drink specials, games, themed nights, and nightlife events.","(912) 349-4178",https://totallyawesomebar.com,"Official website",Bar,0,,"Totally Awesome Bar Savannah",32.0794,-81.0932,"arcade bar,cocktails,beer,nightlife","107 Whitaker St",Savannah,Georgia,31401,US,"Arcade-themed nightlife venue featuring games, cocktails, beer, themed events, and recurring promotions.",https://totallyawesomebar.com,"Official website",https://totallyawesomebar.com,https://totallyawesomebar.com,Reserve
"Java Burrito Company - Statesboro","44 E Main St",Statesboro,GA,30458,US,Cafe,"Coffee, breakfast, burrito, and specialty beverage destination serving students and locals.","(912) 225-9910",https://javaburritoco.com,"Official website",Coffee,0,,"Java Burrito Statesboro",32.4492,-81.7834,"coffee,breakfast,burritos,espresso","44 E Main St",Statesboro,Georgia,30458,US,"Coffee and breakfast venue serving espresso drinks, burritos, pastries, and specialty beverages.",https://javaburritoco.com,"Official website",https://javaburritoco.com/menu,https://javaburritoco.com,"Order Online"
"Independent Baking Co. - Athens","1625 S Lumpkin St",Athens,GA,30606,US,Bakery,"Artisan bakery serving pastries, breads, desserts, coffee drinks, and breakfast favorites.","(706) 850-0001",https://independentbaking.com,"Official website",Bakery,0,,"Independent Baking Athens",33.9307,-83.3854,"bakery,pastries,bread,coffee","1625 S Lumpkin St",Athens,Georgia,30606,US,"Athens bakery offering artisan breads, pastries, desserts, coffee beverages, and breakfast items.",https://independentbaking.com,"Official website",https://independentbaking.com,https://independentbaking.com,"Order Online"
"Hilton Head Brewing Company - Hilton Head Island","1 Cardinal Rd","Hilton Head Island",SC,29926,US,Brewery,"Island brewery featuring craft beer, trivia, events, food specials, and community gatherings.","(843) 681-2739",https://hiltonheadbrewingcompany.com,"Official website",Brewery,0,,"Hilton Head Brewing Company",32.2178,-80.7517,"brewery,beer,trivia,happy hour","1 Cardinal Rd","Hilton Head Island","South Carolina",29926,US,"Hilton Head brewery serving craft beer, food, trivia nights, brewery events, and rotating specials.",https://hiltonheadbrewingcompany.com,"Official website",https://hiltonheadbrewingcompany.com,https://hiltonheadbrewingcompany.com,Reserve
"Corner Perk Coffee - Beaufort - Port Royal","1422 Paris Ave","Port Royal",SC,29935,US,Cafe,"Coffeehouse serving espresso drinks, pastries, breakfast items, and specialty beverages.","(843) 379-3355",https://cornerperk.com,"Official website",Coffee,0,,"Corner Perk Port Royal",32.3798,-80.6934,"coffee,espresso,pastries,breakfast","1422 Paris Ave","Port Royal","South Carolina",29935,US,"Coffee destination serving espresso drinks, pastries, breakfast favorites, and seasonal beverages.",https://cornerperk.com,"Official website",https://cornerperk.com/menu,https://cornerperk.com,"Order Online"
"Common Restaurant - Historic District - Savannah","118 E Broughton St",Savannah,GA,31401,US,Restaurant,"Elevated Lowcountry restaurant with daily Prelude Hour, oysters, cocktails, wine, and brunch service.","(912) 777-3742",https://www.commonrestaurant.com,"Official website",Southern,0,,"Common Restaurant Savannah Prelude Hour",32.0799,-81.0903,"happy hour,oysters,cocktails,wine","118 E Broughton St",Savannah,Georgia,31401,US,"Historic District restaurant offering brunch, dinner, oysters, cocktails, wine, and a published daily Prelude Hour.",https://www.commonrestaurant.com,"Official website",https://www.commonrestaurant.com/menu/happy-hour/,https://www.commonrestaurant.com,Reserve
"St. Neo's Brasserie - Historic District - Savannah","7 Drayton St",Savannah,GA,31401,US,Restaurant,"Seafood-focused brasserie with daily happy hour, small plates, beer, wine, and house spirits.","(912) 662-8901",https://www.saintneos.com,"Official website",Seafood,0,,"St Neos Savannah happy hour",32.0802,-81.0912,"seafood,happy hour,wine,cocktails","7 Drayton St",Savannah,Georgia,31401,US,"Historic District brasserie offering seafood, brunch, dinner, daily happy hour, small plates, beer, wine, and cocktails.",https://www.saintneos.com,"Official website",https://www.saintneos.com/menu/happy-hour/,https://www.saintneos.com,Reserve
"Zunzibar - Savannah","236 Drayton St",Savannah,GA,31401,US,Restaurant,"Coastal cuisine and cocktail spot with daily Golden Hour happy hour in downtown Savannah.","(912) 443-9555",https://zunzibar.com/locations/savannah-ga,"Official website",Coastal,0,,"Zunzibar Savannah Golden Hour",32.0780,-81.0916,"happy hour,cocktails,beer,coastal","236 Drayton St",Savannah,Georgia,31401,US,"Downtown Savannah restaurant and bar serving coastal food, cocktails, beer, live music, and daily Golden Hour deals.",https://zunzibar.com/locations/savannah-ga,"Official website",https://zunzibar.com/locations/savannah-ga,https://zunzibar.com/locations/savannah-ga,"Order Online"
"Zunzibar - Tybee Island","1115 US Hwy 80","Tybee Island",GA,31328,US,Restaurant,"Tybee Island coastal restaurant and bar with daily happy hour, drafts, cocktails, and beachside food.","(912) 472-4902",https://zunzibar.com/locations/tybee-island-ga,"Official website",Coastal,0,,"Zunzibar Tybee Island Happy Hour",31.9964,-80.8492,"happy hour,cocktails,beer,coastal","1115 US Hwy 80","Tybee Island",Georgia,31328,US,"Tybee Island restaurant serving coastal food, cocktails, beer, outdoor patio dining, and daily happy hour deals.",https://zunzibar.com/locations/tybee-island-ga,"Official website",https://zunzibar.com/locations/tybee-island-ga,https://zunzibar.com/locations/tybee-island-ga,"Order Online"
"Arco Cocktail Lounge - Historic District - Savannah","42 E Bay St",Savannah,GA,31401,US,Bar,"Historic District cocktail lounge and coastal fare venue above River Street with drinks, coffee, and lounge service.","(912) 675-0704",https://www.arcolounge.com,"Official website","Cocktail Bar",0,,"Arco Cocktail Lounge Savannah",32.0809,-81.0907,"cocktails,coffee,lounge,coastal","42 E Bay St",Savannah,Georgia,31401,US,"Savannah cocktail lounge offering coastal fare, coffee service, craft cocktails, river views, and evening bar service.",https://www.arcolounge.com,"Official website",https://www.arcolounge.com,https://www.arcolounge.com,Reserve
"Savannah River Brewing Company - Augusta","813 5th St",Augusta,GA,30901,US,Brewery,"Augusta brewery with weekly trivia, craft beer, kitchen bites, live music, and recurring taproom events.","(706) 426-8212",https://www.savannahriverbrew.com,"Official website",Brewery,0,,"Savannah River Brewing Augusta Trivia",33.4643,-81.9633,"brewery,trivia,beer,events","813 5th St",Augusta,Georgia,30901,US,"Augusta brewery serving craft beer, kitchen bites, live music, weekly trivia, and recurring taproom events.",https://www.savannahriverbrew.com,"Official website",https://www.savannahriverbrew.com/events-calendar,https://www.savannahriverbrew.com,Reserve
"Hall & Hound Brewing Co. - Cumming","1920 Freedom Pkwy",Cumming,GA,30041,US,Brewery,"Cumming brewery and restaurant with Wine Down Wednesday, music bingo, trivia, live music, and recurring events.","(770) 292-0099",https://hallandhoundbrewing.com,"Official website",Brewery,0,,"Hall and Hound Brewing Cumming Events",34.2472,-84.0857,"brewery,trivia,bingo,wine","1920 Freedom Pkwy",Cumming,Georgia,30041,US,"Brewery and restaurant offering beer, food, Wine Down Wednesday, music bingo, trivia nights, and live music events.",https://hallandhoundbrewing.com,"Official website",https://hallandhoundbrewing.com/events,https://hallandhoundbrewing.com,Reserve
"Side Hustle Brewing Co. - Bluffton","10 Buck Island Rd",Bluffton,SC,29910,US,Brewery,"Bluffton taproom with trivia nights, craft beer, food trucks, and recurring community events.",,https://sidehustlebeer.com,"Official website",Brewery,0,,"Side Hustle Brewing Bluffton Trivia",32.2351,-80.8643,"brewery,trivia,beer,food trucks","10 Buck Island Rd",Bluffton,"South Carolina",29910,US,"Bluffton brewery taproom offering craft beer, food trucks, trivia nights, community events, and recurring promotions.",https://sidehustlebeer.com,"Official website",https://sidehustlebeer.com,https://sidehustlebeer.com,Reserve
"Lot 9 Brewing Co. - Bluffton","258 Red Cedar St",Bluffton,SC,29910,US,Brewery,"Bluffton craft brewery with rotating beers, games, community gatherings, and recurring beer events.",,https://lot9brew.com,"Official website",Brewery,0,,"Lot 9 Brewing Bluffton",32.2361,-80.8580,"brewery,beer,games,events","258 Red Cedar St",Bluffton,"South Carolina",29910,US,"Bluffton brewery serving rotating beers with games, community seating, events, and local beer promotions.",https://lot9brew.com,"Official website",https://lot9brew.com,https://lot9brew.com,Reserve
"Lincoln & South Brewing Company - Hilton Head Island","138 Island Dr","Hilton Head Island",SC,29926,US,Brewery,"Hilton Head brewery with trivia nights, craft beer, food, live music, and recurring events.","(843) 715-3030",https://www.lincolnandsouth.com,"Official website",Brewery,0,,"Lincoln and South Brewing Hilton Head",32.2234,-80.7288,"brewery,trivia,beer,events","138 Island Dr","Hilton Head Island","South Carolina",29926,US,"Hilton Head brewery offering craft beer, food, trivia nights, live music, and recurring brewery events.",https://www.lincolnandsouth.com,"Official website",https://www.lincolnandsouth.com/events,https://www.lincolnandsouth.com,Reserve
"Waterfront Wine & Gourmet - Hilton Head Island","1000 William Hilton Pkwy","Hilton Head Island",SC,29928,US,"Wine Bar","Wine destination featuring tastings, wine events, featured bottles, and recurring wine experiences.","(843) 842-9463",https://waterfrontwineandgourmet.com,"Official website","Wine Bar",0,,"Waterfront Wine Hilton Head",32.1654,-80.7245,"wine,tastings,wine bar,gourmet","1000 William Hilton Pkwy","Hilton Head Island","South Carolina",29928,US,"Hilton Head wine destination offering tastings, featured bottles, wine education events, and gourmet food pairings.",https://waterfrontwineandgourmet.com,"Official website",https://waterfrontwineandgourmet.com,https://waterfrontwineandgourmet.com,Reserve
"Fatted Calf - Historic District - Savannah","50 Barnard St",Savannah,GA,31401,US,Restaurant,"Downtown restaurant and wine bar featuring happy hour, charcuterie, wine, and craft cocktails.","(912) 236-5300",https://www.fattedcalf.com,"Official website","Wine Bar",0,,"Fatted Calf Savannah",32.0798,-81.0924,"wine,charcuterie,happy hour,cocktails","50 Barnard St",Savannah,Georgia,31401,US,"Historic District venue serving charcuterie, wine, cocktails, small plates, and recurring happy hour specials.",https://www.fattedcalf.com,"Official website",https://www.fattedcalf.com,https://www.fattedcalf.com,Reserve
"Sea Love Savannah - Historic District - Savannah","311 W Congress St",Savannah,GA,31401,US,Restaurant,"Seafood and oyster destination with happy hour offerings, cocktails, wine, and coastal specialties.","(912) 335-0010",https://www.sealovesavannah.com,"Official website",Seafood,0,,"Sea Love Savannah",32.0806,-81.0974,"oysters,happy hour,cocktails,seafood","311 W Congress St",Savannah,Georgia,31401,US,"Seafood-focused venue serving oysters, cocktails, wine, coastal fare, and recurring happy hour promotions.",https://www.sealovesavannah.com,"Official website",https://www.sealovesavannah.com,https://www.sealovesavannah.com,Reserve
"Urban Deli - Savannah","201 E 37th St",Savannah,GA,31401,US,Cafe,"Neighborhood coffee shop and deli serving espresso drinks, pastries, breakfast, and lunch.","(912) 231-2310",https://urbandelisav.com,"Official website",Coffee,0,,"Urban Deli Savannah",32.0467,-81.0924,"coffee,espresso,breakfast,pastries","201 E 37th St",Savannah,Georgia,31401,US,"Neighborhood café serving coffee, pastries, breakfast favorites, sandwiches, and specialty beverages.",https://urbandelisav.com,"Official website",https://urbandelisav.com,https://urbandelisav.com,"Order Online"
"Midtown Deli & Bagel Shop - Savannah","7805 Abercorn St",Savannah,GA,31406,US,Cafe,"Coffee and breakfast destination serving bagels, pastries, espresso drinks, and breakfast specials.","(912) 355-3521",https://midtowndeli.com,"Official website",Coffee,0,,"Midtown Deli Savannah",31.9895,-81.1195,"coffee,bagels,breakfast,pastries","7805 Abercorn St",Savannah,Georgia,31406,US,"Breakfast café offering coffee, bagels, pastries, breakfast sandwiches, and specialty beverages.",https://midtowndeli.com,"Official website",https://midtowndeli.com,https://midtowndeli.com,"Order Online"
"Pour Richard's - Bluffton","4376 Bluffton Pkwy",Bluffton,SC,29910,US,"Wine Bar","Wine and craft beer destination featuring tastings, featured pours, and recurring events.","(843) 757-3525",https://pourrichards.com,"Official website","Wine Bar",0,,"Pour Richards Bluffton",32.2390,-80.8600,"wine,beer,tastings,events","4376 Bluffton Pkwy",Bluffton,"South Carolina",29910,US,"Bluffton wine and beer venue offering tastings, featured pours, wine events, and recurring specials.",https://pourrichards.com,"Official website",https://pourrichards.com,https://pourrichards.com,Reserve
"Southern Eagle Brewing Company - Statesboro","2571 Northside Dr W",Statesboro,GA,30458,US,Brewery,"Statesboro brewery featuring craft beer, trivia nights, live music, and recurring community events.","(912) 623-9463",https://southerneaglebrewing.com,"Official website",Brewery,0,,"Southern Eagle Brewing Statesboro",32.4768,-81.8152,"brewery,trivia,beer,live music","2571 Northside Dr W",Statesboro,Georgia,30458,US,"Statesboro brewery serving craft beer, hosting trivia nights, live music, food trucks, and brewery events.",https://southerneaglebrewing.com,"Official website",https://southerneaglebrewing.com,https://southerneaglebrewing.com,Reserve
"Two Screws Distillery - Statesboro","7661 Burkhalter Rd",Statesboro,GA,30461,US,Distillery,"Local distillery featuring handcrafted spirits, tastings, cocktails, and recurring events.","(912) 489-6575",https://twoscrews.com,"Official website",Distillery,0,,"Two Screws Distillery Statesboro",32.5031,-81.7174,"distillery,cocktails,tastings,spirits","7661 Burkhalter Rd",Statesboro,Georgia,30461,US,"Statesboro distillery offering handcrafted spirits, tastings, cocktails, seasonal releases, and special events.",https://twoscrews.com,"Official website",https://twoscrews.com,https://twoscrews.com,Reserve
"Ardsley Station - Savannah","102 E Victory Dr",Savannah,GA,31405,US,Restaurant,"Southern American restaurant with twice-daily happy hour, craft cocktails, wine, beer, and small plates.","(912) 777-5888",https://ardsleystation.com,"Official website",Southern,0,,"Ardsley Station Savannah happy hour",32.0492,-81.1004,"happy hour,cocktails,wine,small plates","102 E Victory Dr",Savannah,Georgia,31405,US,"Savannah restaurant serving Southern American food, craft cocktails, wine, beer, brunch, and two daily happy hours.",https://ardsleystation.com,"Official website",https://ardsleystation.com/savannah-ardsley-station-food-menu,https://ardsleystation.com,Reserve
"Fleeting - Savannah","102 E Victory Dr",Savannah,GA,31405,US,Restaurant,"Modern restaurant and lobby bar with cocktail hour appeal, drinks, small plates, and seasonal specials.","(912) 662-8901",https://www.fleetingrestaurant.com,"Official website",American,0,,"Fleeting Savannah cocktail hour",32.0492,-81.1004,"cocktails,happy hour,small plates","102 E Victory Dr",Savannah,Georgia,31405,US,"Savannah restaurant and lobby bar offering seasonal food, cocktails, small plates, and cocktail hour-style specials.",https://www.fleetingrestaurant.com,"Official website",https://www.fleetingrestaurant.com,https://www.fleetingrestaurant.com,Reserve
"Black Rifle Coffee Company - Pooler","201 Tanger Outlets Blvd",Pooler,GA,31322,US,Cafe,"Coffee destination serving espresso drinks, specialty coffee, pastries, and breakfast items.","(912) 450-0044",https://blackriflecoffee.com,"Official website",Coffee,0,,"Black Rifle Coffee Pooler",32.1428,-81.2455,"coffee,espresso,breakfast,pastries","201 Tanger Outlets Blvd",Pooler,Georgia,31322,US,"Coffee shop offering espresso drinks, breakfast items, pastries, specialty coffee, and seasonal beverages.",https://blackriflecoffee.com,"Official website",https://blackriflecoffee.com/pages/menu,https://blackriflecoffee.com,"Order Online"
"Matcha Cafe Maiko - Pooler","201 Tanger Outlets Blvd",Pooler,GA,31322,US,Cafe,"Japanese dessert and matcha café serving premium matcha drinks, soft serve, and pastries.",,https://matchacafe-maiko.com,"Official website",Matcha,0,,"Matcha Cafe Maiko Pooler",32.1429,-81.2453,"matcha,desserts,soft serve,coffee","201 Tanger Outlets Blvd",Pooler,Georgia,31322,US,"Matcha café serving premium matcha beverages, desserts, soft serve, pastries, and specialty treats.",https://matchacafe-maiko.com,"Official website",https://matchacafe-maiko.com/menu,https://matchacafe-maiko.com,"Order Online"
"1000 Faces Coffee - Athens","510 North Thomas Street",Athens,GA,30601,US,Cafe,"Specialty coffee roaster known for espresso drinks, coffee flights, and pastries.","(706) 534-8860",https://1000facescoffee.com,"Official website",Coffee,0,,"1000 Faces Coffee Athens",33.9647,-83.3738,"coffee,espresso,roastery,pastries","510 North Thomas Street",Athens,Georgia,30601,US,"Independent coffee roaster serving specialty espresso drinks, pastries, and seasonal coffee offerings.",https://1000facescoffee.com,"Official website",https://1000facescoffee.com,https://1000facescoffee.com,"Order Online"
"Buvez - Athens","585 Barber St",Athens,GA,30601,US,Cafe,"Independent coffee shop serving espresso drinks, pastries, breakfast items, and specialty beverages.","(706) 850-8868",https://www.buvez.com,"Official website",Coffee,0,,"Buvez Athens",33.9684,-83.3901,"coffee,espresso,pastries,breakfast","585 Barber St",Athens,Georgia,30601,US,"Neighborhood coffee shop offering espresso drinks, pastries, breakfast favorites, and specialty coffee beverages.",https://www.buvez.com,"Official website",https://www.buvez.com,https://www.buvez.com,"Order Online"
"Garni Cafe - Lake Nona - Orlando","6100 Wave Hotel Dr",Orlando,FL,32827,US,Cafe,"Stylish Lake Nona cafe at Wave Hotel serving brunch, dinner, cocktails, sunset hour specials, and live entertainment.","(407) 675-2000",https://www.garnicafelakenona.com,"Official website",Cafe,0,,"Garni Cafe Lake Nona Orlando brunch cocktails happy hour",28.3716,-81.2782,"Coffee, Brunch, Happy Hour","6100 Wave Hotel Dr",Orlando,FL,32827,US,"Garni Cafe is a Lake Nona cafe and cocktail destination inside Wave Hotel with brunch, dinner, sunset hour specials, and live entertainment events.",https://www.garnicafelakenona.com,"Official website",https://www.garnicafelakenona.com/lake-nona-wave-hotel-restaurant-menu,https://www.garnicafelakenona.com/garni-cafe-events-lake-nona,"View Events"
"Mazal Orlando - Conway - Orlando","4434 Hoffner Ave A1",Orlando,FL,32812,US,Restaurant,"Latin fusion restaurant, bar, and lounge near Conway with happy hour, hookah, brunch, nightlife, and late-night entertainment.",,https://www.mazalorlando.com,"Official website","Latin Fusion",0,,"Mazal Orlando Latin fusion restaurant happy hour hookah lounge",28.4801,-81.3292,"Happy Hour, Nightlife, Hookah","4434 Hoffner Ave A1",Orlando,FL,32812,US,"Mazal Orlando is an upscale Latin fusion restaurant and nightlife lounge offering happy hour, brunch, cocktails, hookah, and late-night events.",https://www.mazalorlando.com,"Official website",https://www.mazalorlando.com/menu,https://www.mazalorlando.com/night-life-lounge,"View Nightlife"
